preco,area_m2,quartos,banheiros,vagas,localizacao,imovel
340000.0,172,2.0,1.0,2.0,"Jardim Uirapuru, Araraquara",Casa
190000.0,89,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
180000.0,49,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
199000.0,50,2.0,1.0,1.0,"Jardim Brasil (Vila Xavier), Araraquara",Apartamento
185000.0,57,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
480000.0,59,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
450000.0,63,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
300000.0,99,2.0,2.0,1.0,"Vila Biagioni (Vila Xavier), Araraquara",Casa
280000.0,51,2.0,1.0,1.0,"Residencial Cambuy, Araraquara",Apartamento
215000.0,55,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
148500.0,43,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
175000.0,44,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
169000.0,43,2.0,1.0,1.0,"Jardim Brasil (Vila Xavier), Araraquara",Apartamento
255000.0,50,2.0,1.0,1.0,"Vila Harmonia, Araraquara",Apartamento
150000.0,49,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
165000.0,62,2.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
150000.0,46,2.0,1.0,1.0,"Vila Cidade Industrial (Vila Xavier), Araraquara",Apartamento
150000.0,39,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
190000.0,43,2.0,1.0,1.0,"Jardim Brasil (Vila Xavier), Araraquara",Apartamento
190000.0,44,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
150000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
180000.0,49,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
340000.0,78,2.0,2.0,1.0,"Vila Xavier (Vila Xavier), Araraquara",Apartamento
200000.0,47,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
250000.0,56,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
150000.0,41,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
135000.0,44,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
341000.0,70,2.0,1.0,3.0,"Parque Laranjeiras, Araraquara",Casa
150000.0,49,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
220000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
160000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
385000.0,62,2.0,2.0,1.0,"Jardim Magnólias, Araraquara",Apartamento
318000.0,51,2.0,1.0,1.0,"Estrela e Kanashiro, Araraquara",Apartamento
130000.0,49,2.0,1.0,1.0,"Doutor Tancredo de Almeida Neves, Araraquara",Apartamento
600000.0,220,2.0,1.0,2.0,"Jardim Ártico, Araraquara",comercial
180000.0,46,2.0,1.0,1.0,"Vila Esperança (Vila Xavier), Araraquara",Apartamento
180000.0,44,2.0,1.0,1.0,"Jardim Adalgisa, Araraquara",Apartamento
300000.0,60,2.0,1.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
470000.0,162,3.0,1.0,2.0,"Vila Tito de Carvalho (Vila Xavier), Araraquara",Casa
192000.0,49,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
420000.0,204,3.0,1.0,3.0,"Vila Nossa Senhora do Carmo, Araraquara",comercial
425000.0,151,3.0,1.0,3.0,"Jardim Santa Rita de Cássia, Araraquara",Casa
180000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
180000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
310000.0,48,2.0,1.0,1.0,"Jardim Marivan, Araraquara",Apartamento
335500.0,44,2.0,1.0,1.0,"Jardim Bandeirantes, Araraquara",Apartamento
114839.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
320000.0,61,2.0,1.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
550000.0,164,3.0,1.0,2.0,"Jardim Morada do Sol (Vila Xavier), Araraquara",Casa
140000.0,51,2.0,1.0,1.0,"Vila Cidade Industrial (Vila Xavier), Araraquara",Apartamento
740000.0,425,5.0,4.0,4.0,"Vila Sedenho, Araraquara",comercial
190000.0,44,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
155000.0,49,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
175000.0,64,2.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
450000.0,122,1.0,3.0,2.0,"Jardim Pinheiros (Vila Xavier), Araraquara",comercial
180000.0,39,2.0,1.0,1.0,"Jardim Brasília (Vila Xavier), Araraquara",Apartamento
405000.0,72,2.0,1.0,1.0,"Jardim Magnólias, Araraquara",Apartamento
350000.0,78,2.0,1.0,3.0,"Vila Xavier (Vila Xavier), Araraquara",comercial
180000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
150000.0,44,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
325000.0,49,2.0,1.0,1.0,"Vila Ferroviária, Araraquara",Apartamento
300000.0,135,2.0,1.0,3.0,"Jardim Roberto Selmi Dei, Araraquara",Casa
425532.0,124,2.0,2.0,1.0,"Residencial Alamedas, Araraquara",comercial
210000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
230000.0,310,3.0,1.0,2.0,"Jardim Domingos Sávio, Araraquara",Casa
799500.0,198,3.0,4.0,2.0,"Vila Melhado, Araraquara",Casa
200000.0,43,2.0,1.0,1.0,"Jardim Brasil (Vila Xavier), Araraquara",Apartamento
320000.0,134,2.0,1.0,3.0,"Centro, Araraquara",comercial
180000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
195000.0,49,2.0,1.0,1.0,"Jardim Tamoio, Araraquara",Apartamento
230000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
350000.0,50,2.0,2.0,1.0,"Jardim Margarida, Araraquara",Apartamento
160000.0,39,2.0,1.0,1.0,"Jardim Brasília (Vila Xavier), Araraquara",Apartamento
550000.0,245,4.0,3.0,1.0,"Centro, Araraquara",Casa
550000.0,245,4.0,3.0,1.0,"Centro, Araraquara",Casa
420000.0,147,2.0,1.0,2.0,"Vila Furlan, Araraquara",comercial
200000.0,39,2.0,1.0,1.0,"Jardim Brasília (Vila Xavier), Araraquara",Apartamento
190000.0,43,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
450000.0,146,1.0,1.0,2.0,"Vila Yamada, Araraquara",Apartamento
190000.0,45,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
290000.0,50,2.0,1.0,1.0,"Vila Harmonia, Araraquara",Apartamento
185000.0,46,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
150000.0,57,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
350000.0,126,3.0,2.0,2.0,"Centro, Araraquara",Apartamento
179000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
496303.0,68,2.0,1.0,2.0,"Centro, Araraquara",Apartamento
180000.0,49,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
155000.0,47,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
550000.0,241,3.0,1.0,3.0,"Jardim Eliana, Araraquara",comercial
350000.0,101,1.0,2.0,2.0,"Residencial Santa Luzia, Araraquara",comercial
400000.0,286,3.0,1.0,3.0,"Jardim Vitória, Araraquara",Casa
150000.0,43,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
150000.0,47,2.0,1.0,1.0,"Jardim dos Oitis, Araraquara",Apartamento
330000.0,47,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
250000.0,133,2.0,1.0,1.0,"Jardim do Carmo, Araraquara",Casa
179000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
180000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
159900.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
255000.0,46,2.0,1.0,1.0,"Vila Melhado, Araraquara",Apartamento
250000.0,66,2.0,1.0,1.0,"Vila Santana, Araraquara",Apartamento
240000.0,65,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
150000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
220000.0,55,2.0,1.0,1.0,"Vila Xavier (Vila Xavier), Araraquara",Apartamento
220000.0,47,2.0,1.0,1.0,"Jardim São Rafael I, Araraquara",Apartamento
400000.0,305,2.0,1.0,3.0,"Parque Residencial Vale do Sol, Araraquara",comercial
280000.0,62,2.0,1.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
280000.0,51,2.0,1.0,1.0,"Residencial Cambuy, Araraquara",Apartamento
320000.0,51,2.0,1.0,1.0,"Vila Suconasa, Araraquara",Apartamento
256000.0,50,2.0,1.0,1.0,"Jardim Bandeirantes, Araraquara",Apartamento
170000.0,49,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
280000.0,36,1.0,1.0,1.0,"Centro, Araraquara",Imóvel
520000.0,166,3.0,1.0,2.0,"Jardim Floridiana (Vila Xavier), Araraquara",comercial
155000.0,49,2.0,1.0,1.0,"Doutor Tancredo de Almeida Neves, Araraquara",Apartamento
150000.0,45,2.0,1.0,1.0,"Vila Nossa Senhora Aparecida, Araraquara",Apartamento
550000.0,152,2.0,2.0,1.0,"Vila José Bonifácio, Araraquara",Casa
135000.0,39,2.0,1.0,1.0,"Jardim Quitandinha II, Araraquara",Apartamento
245000.0,94,2.0,1.0,1.0,"Jardim Nova América, Araraquara",Casa
380000.0,173,3.0,1.0,2.0,"Jardim Panorama, Araraquara",Casa
70000.0,200,1.0,1.0,1.0,"Jardim Tamoio, Araraquara",comercial
610000.0,236,3.0,3.0,3.0,"Vila Xavier (Vila Xavier), Araraquara",comercial
215000.0,49,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
650000.0,258,3.0,4.0,4.0,"Vila DER, Araraquara",Casa
350000.0,154,2.0,1.0,1.0,"Centro, Araraquara",comercial
128000.0,40,2.0,1.0,1.0,"Vila Esperança (Vila Xavier), Araraquara",Apartamento
135000.0,39,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
300000.0,101,2.0,2.0,1.0,"Doutor Tancredo de Almeida Neves, Araraquara",Casa
198000.0,50,1.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
220000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
143000.0,46,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
150000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
200000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
150000.0,49,2.0,1.0,1.0,"Jardim Residencial Elvio Lupo, Araraquara",Apartamento
250000.0,50,2.0,1.0,1.0,"Estrela e Kanashiro, Araraquara",Apartamento
270000.0,55,2.0,1.0,1.0,"Estrela e Kanashiro, Araraquara",Apartamento
780000.0,168,3.0,5.0,2.0,"Jardim Ártico, Araraquara",Apartamento
580000.0,209,3.0,1.0,2.0,"Vila Xavier (Vila Xavier), Araraquara",Casa
480000.0,139,2.0,1.0,1.0,"Campos Ville, Araraquara",Casa
267000.0,98,2.0,1.0,3.0,"Parque Residencial Vale do Sol, Araraquara",Casa
160000.0,43,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
470000.0,211,4.0,3.0,5.0,"Jardim Santa Lúcia, Araraquara",Casa
170000.0,39,2.0,1.0,1.0,"Jardim Quitandinha II, Araraquara",Apartamento
370000.0,62,2.0,2.0,2.0,"Jardim Magnólias, Araraquara",Apartamento
390000.0,174,2.0,1.0,2.0,"Jardim Padre Anchieta, Araraquara",Casa
470000.0,211,4.0,3.0,5.0,"Jardim Santa Lúcia, Araraquara",Casa
170000.0,39,2.0,1.0,1.0,"Jardim Quitandinha II, Araraquara",Apartamento
370000.0,62,2.0,2.0,2.0,"Jardim Magnólias, Araraquara",Apartamento
390000.0,174,2.0,1.0,2.0,"Jardim Padre Anchieta, Araraquara",Casa
890000.0,326,4.0,5.0,4.0,"Centro, Araraquara",comercial
198000.0,51,2.0,1.0,1.0,"Vila Xavier (Vila Xavier), Araraquara",Apartamento
255000.0,48,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
330000.0,187,2.0,1.0,2.0,"Parque Residencial Vale do Sol, Araraquara",Casa
350000.0,102,1.0,1.0,6.0,"Vila José Bonifácio, Araraquara",comercial
360000.0,49,2.0,1.0,1.0,"Vila Ferroviária, Araraquara",Apartamento
180000.0,39,2.0,1.0,1.0,"Jardim Brasília (Vila Xavier), Araraquara",Apartamento
195000.0,53,2.0,1.0,1.0,"Jardim das Estações (Vila Xavier), Araraquara",Apartamento
150000.0,39,2.0,1.0,1.0,"Jardim Brasília (Vila Xavier), Araraquara",Apartamento
280000.0,100,2.0,1.0,3.0,"Jardim Maria Luiza, Araraquara",Casa
160000.0,39,2.0,1.0,1.0,"Jardim Brasília (Vila Xavier), Araraquara",Apartamento
230000.0,50,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
430000.0,57,2.0,2.0,2.0,"Centro, Araraquara",Apartamento
162356.0,39,2.0,1.0,1.0,"Altos do Jaraguá, Araraquara",Apartamento
300000.0,168,2.0,1.0,2.0,"Jardim Indaiá, Araraquara",Casa
550000.0,145,3.0,2.0,2.0,"Vila Velosa, Araraquara",Casa
515000.0,179,3.0,2.0,3.0,"Jardim Primavera, Araraquara",comercial
180000.0,55,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
939490.0,140,3.0,5.0,2.0,"Jardim Morumbi, Araraquara",Apartamento
420000.0,191,3.0,2.0,2.0,"Jardim Morada do Sol (Vila Xavier), Araraquara",Casa
160000.0,46,2.0,1.0,1.0,"Vila Cidade Industrial (Vila Xavier), Araraquara",Apartamento
350000.0,65,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
470000.0,12,4.0,3.0,2.0,"Centro, Araraquara",Cobertura
300000.0,97,2.0,1.0,1.0,"Jardim Adalberto Frederico de Oliveira Roxo I, Araraquara",Casa
760000.0,237,3.0,3.0,4.0,"Jardim Primor, Araraquara",comercial
129990.0,39,2.0,1.0,1.0,"Jardim Quitandinha II, Araraquara",Apartamento
570000.0,234,3.0,1.0,3.0,"Jardim Gardênias, Araraquara",Sobrado
470000.0,248,4.0,3.0,2.0,"Jardim Cruzeiro do Sul I e II, Araraquara",Casa
420000.0,189,3.0,1.0,2.0,"Vila Furlan, Araraquara",Casa
465000.0,72,3.0,1.0,1.0,"São Geraldo, Araraquara",Apartamento
200000.0,53,2.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
152000.0,45,2.0,1.0,1.0,"Parque Atlanta, Araraquara",Apartamento
430000.0,180,2.0,3.0,1.0,"Centro, Araraquara",Casa
350000.0,94,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
920000.0,489,3.0,5.0,4.0,"Jardim Imperador, Araraquara",Conjunto
320000.0,52,2.0,1.0,1.0,"Vila Velosa, Araraquara",Apartamento
1070000.0,180,3.0,1.0,1.0,"Quinta do Salto Residence, Araraquara",condomínio
330000.0,122,2.0,1.0,2.0,"Jardim Brasil (Vila Xavier), Araraquara",Casa
730000.0,283,3.0,5.0,4.0,"Centro, Araraquara",comercial
850000.0,157,3.0,3.0,4.0,"Vila Harmonia, Araraquara",Casa
1200000.0,243,4.0,4.0,4.0,"Vila Harmonia, Araraquara",Casa
150000.0,44,2.0,1.0,1.0,"Jardim Residencial Elvio Lupo, Araraquara",Apartamento
150000.0,49,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
160000.0,62,2.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
150000.0,44,2.0,1.0,2.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
135000.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
150000.0,41,1.0,1.0,1.0,"Vila Sedenho, Araraquara",Apartamento
140000.0,57,2.0,1.0,1.0,"Parque Laranjeiras, Araraquara",Apartamento
450000.0,142,2.0,1.0,1.0,"Centro, Araraquara",Casa
400000.0,184,3.0,1.0,3.0,"Parque Residencial Vale do Sol, Araraquara",Casa
152000.0,39,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
700000.0,205,3.0,4.0,2.0,"Centro, Araraquara",Casa
170000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
270000.0,78,3.0,3.0,1.0,"Vila Suconasa, Araraquara",Apartamento
450000.0,216,3.0,1.0,5.0,"Jardim Floridiana (Vila Xavier), Araraquara",comercial
112135.0,39,1.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
500000.0,189,2.0,3.0,2.0,"Jardim Paulistano (Vila Xavier), Araraquara",Casa
200000.0,46,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
235000.0,47,1.0,1.0,1.0,"Centro, Araraquara",Apartamento
440000.0,179,3.0,1.0,1.0,"Vila DER, Araraquara",Casa
150000.0,39,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
130000.0,61,1.0,1.0,1.0,"Vila Sedenho, Araraquara",Apartamento
500000.0,157,3.0,2.0,4.0,"Vila José Bonifácio, Araraquara",Casa
670000.0,136,3.0,2.0,4.0,"Campos Ville, Araraquara",condomínio
495000.0,218,3.0,2.0,2.0,"Jardim Floridiana (Vila Xavier), Araraquara",Casa
670000.0,136,3.0,2.0,4.0,"Campos Ville, Araraquara",condomínio
495000.0,218,3.0,2.0,2.0,"Jardim Floridiana (Vila Xavier), Araraquara",Casa
190000.0,49,2.0,1.0,1.0,"Altos do Jaraguá, Araraquara",Apartamento
844180.0,153,4.0,3.0,2.0,"Jardim Vale das Rosas, Araraquara",Sobrado
320000.0,52,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
470000.0,62,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
335000.0,63,2.0,1.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
185000.0,42,2.0,1.0,1.0,"Jardim Tamoio, Araraquara",Apartamento
135000.0,39,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
600000.0,141,2.0,3.0,2.0,"Vila Biagioni (Vila Xavier), Araraquara",comercial
129990.0,39,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
162000.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
380000.0,183,2.0,1.0,1.0,"Jardim do Carmo, Araraquara",Casa
280000.0,67,2.0,2.0,1.0,"Jardim São Rafael II, Araraquara",Apartamento
495000.0,229,3.0,2.0,8.0,"Jardim Nova América, Araraquara",Casa
275000.0,68,2.0,1.0,1.0,"Vila Bela Vista, Araraquara",Casa
160000.0,39,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
267000.0,72,2.0,1.0,1.0,"Jardim Roberto Selmi Dei, Araraquara",Casa
550000.0,73,2.0,2.0,2.0,"Jardim Santa Lúcia, Araraquara",Apartamento
350000.0,109,2.0,1.0,2.0,"Doutor Tancredo de Almeida Neves, Araraquara",Casa
370000.0,180,3.0,1.0,7.0,"Jardim das Estações (Vila Xavier), Araraquara",Casa
180000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
475000.0,256,2.0,1.0,1.0,"Parque Laranjeiras, Araraquara",comercial
420000.0,195,4.0,2.0,4.0,"Centro, Araraquara",comercial
400000.0,74,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
430000.0,223,3.0,1.0,2.0,"Vila Yamada, Araraquara",Casa
390000.0,184,3.0,1.0,8.0,"Jardim do Carmo, Araraquara",comercial
260000.0,48,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
490000.0,139,3.0,2.0,1.0,"Campos Ville, Araraquara",Casa
170000.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
550000.0,72,2.0,1.0,1.0,"São Geraldo, Araraquara",Apartamento
150000.0,42,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
260000.0,44,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
500000.0,213,4.0,2.0,3.0,"Vila Tito de Carvalho (Vila Xavier), Araraquara",Casa
160000.0,49,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
450000.0,132,2.0,1.0,4.0,"Centro, Araraquara",Conjunto
145000.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
320000.0,40,2.0,1.0,1.0,"Vila Furlan, Araraquara",Apartamento
1370000.0,158,3.0,3.0,2.0,"Parque Residencial Damha, Araraquara",condomínio
420000.0,232,2.0,2.0,1.0,"Jardim Mangiacapra, Araraquara",Casa
375000.0,58,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
390000.0,145,3.0,1.0,1.0,"Jardim Roberto Selmi Dei, Araraquara",Casa
180000.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
160000.0,40,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
155000.0,53,2.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
274800.0,50,2.0,1.0,1.0,"Jardim Bandeirantes, Araraquara",Apartamento
800000.0,172,3.0,4.0,2.0,"Vila Yamada, Araraquara",Apartamento
440000.0,59,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
700000.0,60,2.0,1.0,2.0,"Centro, Araraquara",Apartamento
305000.0,50,2.0,1.0,1.0,"Residencial Cambuy, Araraquara",Apartamento
400000.0,59,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
220000.0,43,1.0,1.0,1.0,"Centro, Araraquara",Apartamento
130000.0,41,1.0,1.0,1.0,"Vila Sedenho, Araraquara",Apartamento
650000.0,115,3.0,3.0,2.0,"Centro, Araraquara",Apartamento
270000.0,58,2.0,1.0,1.0,"Jardim Higienópolis, Araraquara",Casa
260000.0,50,2.0,1.0,1.0,"Jardim Bandeirantes, Araraquara",Apartamento
895000.0,245,3.0,3.0,10.0,"Jardim Morada do Sol (Vila Xavier), Araraquara",comercial
350000.0,97,2.0,1.0,1.0,"Jardim Águas do Paiol, Araraquara",Casa
550000.0,62,2.0,3.0,1.0,"Jardim Silvânia (Vila Xavier), Araraquara",Apartamento
250000.0,50,2.0,1.0,1.0,"Vila Harmonia, Araraquara",Apartamento
255000.0,78,2.0,1.0,2.0,"Vila Xavier (Vila Xavier), Araraquara",Apartamento
320000.0,56,2.0,1.0,1.0,"Vila Xavier (Vila Xavier), Araraquara",Apartamento
155000.0,39,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
190000.0,40,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
400000.0,60,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
1290000.0,179,3.0,3.0,4.0,"Parque Residencial Damha, Araraquara",condomínio
350000.0,125,2.0,1.0,2.0,"Vila Vieira (Vila Xavier), Araraquara",Casa
430000.0,58,2.0,2.0,1.0,"Vila Santana, Araraquara",Apartamento
650000.0,59,2.0,2.0,1.0,"Vila Yamada, Araraquara",Apartamento
400000.0,117,2.0,2.0,3.0,"Jardim Brasil (Vila Xavier), Araraquara",Casa
320000.0,78,2.0,3.0,1.0,"Vila Furlan, Araraquara",Apartamento
924160.0,242,3.0,4.0,2.0,"Jardim Marivan, Araraquara",condomínio
300000.0,52,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
300000.0,52,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
900000.0,180,3.0,5.0,2.0,"Centro, Araraquara",Apartamento
175000.0,39,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
550000.0,207,3.0,1.0,3.0,"Vila Esperança (Vila Xavier), Araraquara",Casa
480000.0,169,3.0,1.0,1.0,"Vila Nossa Senhora do Carmo, Araraquara",Casa
400000.0,185,2.0,2.0,3.0,"Vila Xavier (Vila Xavier), Araraquara",Casa
320000.0,39,2.0,1.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
175000.0,49,1.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
500000.0,96,3.0,2.0,1.0,"Vila Suconasa, Araraquara",Casa
586000.0,263,2.0,3.0,13.0,"Jardim Viaduto (Vila Xavier), Araraquara",Casa
485000.0,64,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
500000.0,146,2.0,1.0,3.0,"Centro, Araraquara",Casa
310000.0,133,2.0,1.0,10.0,"Jardim Araraquara, Araraquara",Casa
170000.0,51,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
400000.0,114,2.0,1.0,1.0,"Jardim Santa Lúcia, Araraquara",Casa
400000.0,177,3.0,1.0,4.0,"Jardim das Estações (Vila Xavier), Araraquara",Casa
170000.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
490000.0,189,2.0,1.0,2.0,"Jardim Paulistano (Vila Xavier), Araraquara",Casa
620000.0,192,3.0,2.0,1.0,"Centro, Araraquara",Casa
520000.0,255,4.0,3.0,6.0,"Centro, Araraquara",Casa
230000.0,40,2.0,1.0,1.0,"Jardim Quitandinha II, Araraquara",Apartamento
495000.0,62,2.0,2.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
180000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
450000.0,67,2.0,1.0,2.0,"Residencial Ravena, Araraquara",Casa
395000.0,156,3.0,1.0,2.0,"Parque Residencial Vale do Sol, Araraquara",Casa
375000.0,198,1.0,1.0,2.0,"Campos Ville, Araraquara",comercial
398000.0,43,2.0,1.0,1.0,"Cidade Jardim, Araraquara",Apartamento
400000.0,184,2.0,4.0,2.0,"Jardim Imperial, Araraquara",comercial
350000.0,53,2.0,1.0,1.0,"Jardim Marivan, Araraquara",Apartamento
299990.0,51,2.0,1.0,1.0,"Residencial Cambuy, Araraquara",Apartamento
700000.0,172,3.0,2.0,2.0,"Vila Harmonia, Araraquara",Casa
260000.0,51,2.0,1.0,1.0,"Jardim Bandeirantes, Araraquara",Apartamento
475000.0,138,2.0,1.0,1.0,"Centro, Araraquara",Casa
395000.0,200,2.0,3.0,5.0,"Jardim Santa Júlia (Vila Xavier), Araraquara",comercial
335000.0,63,2.0,1.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
140000.0,39,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
450000.0,58,2.0,1.0,1.0,"São Geraldo, Araraquara",Apartamento
350000.0,152,2.0,1.0,1.0,"Jardim Gardênias, Araraquara",Casa
350000.0,117,3.0,3.0,1.0,"Centro, Araraquara",Apartamento
295000.0,56,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
720000.0,100,3.0,4.0,2.0,"Centro, Araraquara",Apartamento
295000.0,56,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
720000.0,100,3.0,4.0,2.0,"Centro, Araraquara",Apartamento
270000.0,42,2.0,1.0,1.0,"Vila Suconasa, Araraquara",Apartamento
1150000.0,145,3.0,4.0,3.0,"Centro, Araraquara",Apartamento
